Fecha,EVENTO,A/C,ENCABEZADO EVENTO,Minutos
2022-11-22,38155,Avión 37,PILAS CASCOS,0
2022-11-22,38156,Avión 35,PILAS CASCOS,0
2023-10-07,54228,Avión 14,PILAS DE LINTERNAS,0
2021-11-19,21918,Avión 31,PILAS LINTERNA,0
2023-07-03,48939,Avión 10,PILAS LINTERNA,0
2023-07-12,49426,Avión 21,PILAS LINTERNA,0
2023-09-24,53502,Avión 11,PILAS LINTERNA,0
2023-10-08,54242,Avión 19,PILAS LINTERNA,0
2023-12-12,57493,Avión 14,PILAS LINTERNA,0
2023-08-15,51362,Avión 39,PILAS LINTERNA SOBRECARGO,0
2023-07-28,50337,Avión 25,PILAS LINTERNA TCP,0
2024-01-20,59368,Avión 14,PILAS LINTERNA TCP,0
2024-04-06,63089,Avión 41,PILAS LINTERNA TCP,0
2023-12-02,56997,Avión 36,PILAS LINTERNA TCP 2,0
2023-08-20,51612,Avión 37,PILAS LINTERNA Y O2,0
2023-08-01,50557,Avión 34,PILAS O LINTERNA,0
2023-07-03,48941,Avión 21,PILAS O LINTERNA TCP,0
2019-10-12,4951,Avión 28,PILAS PARA CASCOS,0
2019-10-26,5201,Avión 14,PILAS PARA CASCOS,0
2021-06-09,15077,Avión 20,PILAS PARA CASCOS,0
2021-06-09,15078,Avión 21,PILAS PARA CASCOS,0
2022-11-22,38174,Avión 21,PILAS PARA CASCOS,0
2024-01-08,58775,Avión 3,PILAS PARA LA LINTERNA,0
2023-12-04,57077,Avión 34,PILAS PARA LA LINTERNA DE TCP,0
2023-07-26,50204,Avión 17,PILAS PARA LINTERNA,0
2023-09-05,52478,Avión 7,PILAS PARA LINTERNA,0
2023-12-07,57226,Avión 21,PILAS PARA LINTERNA,0
2024-01-09,58844,Avión 19,PILAS PARA LINTERNA,0
2024-02-02,60034,Avión 14,PILAS PARA LINTERNA,0
2023-12-07,57225,Avión 18,PILAS PARA LINTERNA DE EMERGENCIA,0
2023-06-21,48342,Avión 19,PILAS PARA LINTERNA DE TRANSPORTIN TRASERO,0
2024-03-15,62079,Avión 20,PILAS PARA LINTERNA O LINTERNA,0
2023-09-13,52885,Avión 25,PILAS PARA LINTERNA SOBRECARGO,0
2023-07-22,49986,Avión 10,PILAS PARA LINTERNA TCP,0
2023-08-28,52081,Avión 19,PILAS PARA LINTERNA TCP,0
2024-01-27,59737,Avión 7,PILAS PARA LINTERNA TCP,0
2024-04-18,63701,Avión 3,PILAS PARA LINTERNA TCP,0
2021-06-03,14952,Avión 28,PILAS PARA LOS CASCOS,0
2022-01-26,24772,Avión 6,PILOT INFO OXY PRESS 1050 PSI,0
2020-05-29,8278,Avión 20,PILOT REPORT,0
2020-05-29,8281,Avión 1,PILOT REPORT,0
2020-06-06,8374,Avión 13,PILOT REPORT,0
2020-06-10,8403,Avión 22,PILOT REPORT,0
2020-06-10,8404,Avión 14,PILOT REPORT,0
2020-06-10,8405,Avión 13,PILOT REPORT,0
2020-06-17,8510,Avión 2,PILOT REPORT,0
2020-06-09,8396,Avión 18,PILOT REPORT,0
2021-07-08,16061,Avión 15,PILOT REPORT -  FLAP 2 THE SPEED INCREASE CLOSE TO MAXIMUM,0
2021-08-02,17077,Avión 32,PILOT REPORT - 3 PUNTOS ATL,0
2021-07-29,16893,Avión 18,PILOT REPORT - 12 LIGHT ARROW TRU US,0
2021-07-06,15951,Avión 4,PILOT REPORT - 12 LIGHT LO PR BLUE HIDRAULIC,0
2021-07-26,16769,Avión 1,PILOT REPORT - AC DIRTY,0
2021-07-05,15902,Avión 31,PILOT REPORT - AFR AIR BLEED FAULT,0
2021-07-07,16008,Avión 31,PILOT REPORT - AFR AIR BLEED FAULT,0
2021-07-04,15895,Avión 32,PILOT REPORT - AFT LAVATORY BUTTON,0
2021-07-09,16115,Avión 24,PILOT REPORT - AFTER LDG FLAP FAIL.,0
2021-07-09,16112,Avión 22,PILOT REPORT - AIL LCK BLOCKED,0
2021-07-02,15812,Avión 17,PILOT REPORT - AIL LOCK LIGHT,0
2021-07-02,15827,Avión 31,PILOT REPORT - AIR BLEED,0
2021-07-02,15833,Avión 19,PILOT REPORT - AIRSPEED DIFFERENCE,0
2021-08-02,17033,Avión 3,PILOT REPORT - ALTIMETRO,0
2021-08-01,17032,Avión 6,PILOT REPORT - AOG DEBIDO A ASIENTO PILOTO INOP,0
2021-07-09,16097,Avión 1,PILOT REPORT - AP DISCONNECTS,0
2021-07-03,15851,Avión 17,PILOT REPORT - APFD INHIB,0
2021-07-29,16897,Avión 7,PILOT REPORT - ATTENDANT CALL PROBLEM,0
2021-07-05,15913,Avión 4,PILOT REPORT - AVENTES VENT FAULT INDICATION,0
2021-07-03,15854,Avión 16,PILOT REPORT - BATHROOM FLUSH STICKER US,0
2021-07-05,15927,Avión 18,PILOT REPORT - CABIN  DOOR LOCK,0
2021-07-02,15816,Avión 21,PILOT REPORT - CAPT PITOT PROBE HTG FAIL,0
2021-07-28,16837,Avión 20,PILOT REPORT - CARGO DOOR DAMAGE,0
2021-07-28,16835,Avión 16,PILOT REPORT - CARGO DOOR ELECTRICAL ENGINE,0
2021-07-03,15859,Avión 14,PILOT REPORT - CARGO DOOR LIGHTS,0
2021-07-29,16882,Avión 19,PILOT REPORT - CHECK BRAKES,0
2021-07-29,16870,Avión 2,PILOT REPORT - CHECK BRAKES,0
2021-07-02,15813,Avión 11,PILOT REPORT - CHECK NOSE WHEELS,0
2021-07-27,16811,Avión 3,PILOT REPORT - CHECK NOSE WHEELS NEAR,0
2021-07-28,16847,Avión 2,PILOT REPORT - CHECK O2 PRESSURE,0
2021-07-26,16764,Avión 28,PILOT REPORT - CHECK SHOCKABSORVER,0
2021-07-09,16088,Avión 3,PILOT REPORT - CHECK TAIL PROP,0
2021-07-08,16062,Avión 8,PILOT REPORT - DIFFERENCE BETWEEN MCDU 1 AND 2,0
2021-07-01,15776,Avión 19,PILOT REPORT - DOGHOUSE,0
2021-07-04,15890,Avión 1,PILOT REPORT - DU 5,0
2021-07-01,15774,Avión 13,PILOT REPORT - DUCT AND CABIN TEMP OVER 30C,0
2021-07-01,15803,Avión 13,PILOT REPORT - DUCT HIGH TEMP,0
2021-07-27,16786,Avión 7,PILOT REPORT - EMER EXIT LIGHT,0
2021-07-27,16790,Avión 7,PILOT REPORT - EMER EXIT LIGHT,0
2021-07-11,16169,Avión 23,PILOT REPORT - EMER LIGHT ON,0
2021-07-05,15933,Avión 8,PILOT REPORT - EMERG LANDING GEAR EXT HATOH DOESNT BLOCK,0
2021-07-07,16014,Avión 2,PILOT REPORT - ENG 1 BLEED LEAK,0
2021-07-09,16104,Avión 15,PILOT REPORT - FAK OPEN,0
2021-08-04,17157,Avión 23,PILOT REPORT - FO ASYMMETRICAL BRAKE,0
2021-07-26,16767,Avión 11,PILOT REPORT - FO FAULT PITOT HTG,0
2021-07-11,16163,Avión 12,PILOT REPORT - FTL CRL HSTAB FAULT WHEN LANDING.,0
2021-07-03,15870,Avión 32,PILOT REPORT - FUEL FEED ENG1 AFTER START-UP,0
2021-07-13,16243,Avión 28,PILOT REPORT - HIGH FLOW LIGHT,0
2021-07-14,16276,Avión 19,PILOT REPORT - HIGH VIBRATIONS ON FLIGHT CTRL,0
2021-07-28,16849,Avión 1,PILOT REPORT - HINGE JUMPSEAT MISSING,0
2021-07-10,16140,Avión 18,PILOT REPORT - IEP LT US,0
2021-07-03,15871,Avión 11,PILOT REPORT - INDICADOR TEMP,0
2021-07-28,16832,Avión 19,PILOT REPORT - INGNITION B ENG2 INOP,0
2021-07-27,16793,Avión 16,PILOT REPORT - INVERTER FAULT,0
2021-08-01,17024,Avión 6,PILOT REPORT - LANDING GEAR SPURIOUS ALERT.,0
2021-07-15,16315,Avión 8,PILOT REPORT - LAVATORY DRAINPIPE US,0
2021-07-02,15829,Avión 4,PILOT REPORT - LAVATORY GROUND CARPET UNATTACHED,0
2021-07-14,16287,Avión 12,PILOT REPORT - LAVATORY SMOKE,0
2021-07-05,15910,Avión 32,PILOT REPORT - LAVATORY WATER BUTTON,0
2021-07-15,16320,Avión 17,PILOT REPORT - LEFT SUN VISOR LMI US,0
2021-07-06,15974,Avión 2,PILOT REPORT - LH LOGO LIGHT US,0
2021-08-04,17138,Avión 13,PILOT REPORT - LOOP FAULT,0
2021-07-08,16037,Avión 1,PILOT REPORT - MEDIAS LUCES,0
2021-07-27,16812,Avión 16,PILOT REPORT - MEDIAS LUCES,0
2021-07-10,16146,Avión 4,PILOT REPORT - MLG LINK BROKEN,0
2021-07-27,16809,Avión 24,PILOT REPORT - N1 TARGET DIFF,0
2021-07-03,15856,Avión 3,PILOT REPORT - NO AIR THROUGH COCKPIT OUTLETS,0
2021-08-02,17068,Avión 13,PILOT REPORT - NOINFO,0
2018-10-13,186,Avión 25,PILOT REPORT - OPERATIONAL,0
2018-10-31,234,Avión 17,PILOT REPORT - OPERATIONAL,0
2019-02-15,664,Avión 2,PILOT REPORT - OPERATIONAL,0
2020-01-01,6475,Avión 13,PILOT REPORT - OPERATIONAL,0
2020-01-01,6480,Avión 20,PILOT REPORT - OPERATIONAL,0
2020-01-08,6600,Avión 22,PILOT REPORT - OPERATIONAL,0
2020-01-31,6958,Avión 6,PILOT REPORT - OPERATIONAL,0
2020-04-24,8018,Avión 23,PILOT REPORT - OPERATIONAL,0
2020-05-29,8287,Avión 14,PILOT REPORT - OPERATIONAL,0
2020-06-02,8344,Avión 19,PILOT REPORT - OPERATIONAL,0
2020-06-13,8450,Avión 7,PILOT REPORT - OPERATIONAL,0
2020-06-13,8452,Avión 13,PILOT REPORT - OPERATIONAL,0
2020-06-17,8507,Avión 28,PILOT REPORT - OPERATIONAL,0
2020-06-17,8508,Avión 8,PILOT REPORT - OPERATIONAL,0
2020-06-23,8589,Avión 18,PILOT REPORT - OPERATIONAL,0
2020-06-24,8598,Avión 7,PILOT REPORT - OPERATIONAL,0
2020-07-05,8755,Avión 31,PILOT REPORT - OPERATIONAL,0
2020-07-05,8757,Avión 7,PILOT REPORT - OPERATIONAL,0
2020-07-23,9038,Avión 12,PILOT REPORT - OPERATIONAL,0
2020-07-24,9059,Avión 31,PILOT REPORT - OPERATIONAL,0
2020-07-25,9075,Avión 6,PILOT REPORT - OPERATIONAL,0
2020-07-25,9077,Avión 1,PILOT REPORT - OPERATIONAL,0
2020-07-25,9080,Avión 18,PILOT REPORT - OPERATIONAL,0
2020-07-25,9083,Avión 17,PILOT REPORT - OPERATIONAL,0
2020-07-29,9163,Avión 14,PILOT REPORT - OPERATIONAL,0
2020-07-30,9188,Avión 11,PILOT REPORT - OPERATIONAL,0
2020-07-30,9190,Avión 31,PILOT REPORT - OPERATIONAL,0
2020-07-30,9192,Avión 12,PILOT REPORT - OPERATIONAL,0
2020-07-30,9193,Avión 16,PILOT REPORT - OPERATIONAL,0
2020-07-30,9199,Avión 22,PILOT REPORT - OPERATIONAL,0
2020-08-03,9278,Avión 2,PILOT REPORT - OPERATIONAL,0
2020-08-06,9344,Avión 2,PILOT REPORT - OPERATIONAL,0
2020-08-07,9366,Avión 23,PILOT REPORT - OPERATIONAL,0
2020-08-08,9384,Avión 11,PILOT REPORT - OPERATIONAL,0
2020-08-09,9396,Avión 4,PILOT REPORT - OPERATIONAL,0
2020-08-09,9406,Avión 2,PILOT REPORT - OPERATIONAL,0
2020-08-10,9418,Avión 4,PILOT REPORT - OPERATIONAL,0
2020-08-10,9429,Avión 7,PILOT REPORT - OPERATIONAL,0
2020-08-14,9549,Avión 3,PILOT REPORT - OPERATIONAL,0
2020-08-16,9587,Avión 14,PILOT REPORT - OPERATIONAL,0
2020-08-17,9608,Avión 28,PILOT REPORT - OPERATIONAL,0
2020-08-21,9694,Avión 28,PILOT REPORT - OPERATIONAL,0
2020-08-21,9699,Avión 11,PILOT REPORT - OPERATIONAL,0
2020-08-21,9701,Avión 2,PILOT REPORT - OPERATIONAL,0
2020-08-21,9702,Avión 3,PILOT REPORT - OPERATIONAL,0
2020-08-21,9711,Avión 4,PILOT REPORT - OPERATIONAL,0
2020-08-22,9718,Avión 17,PILOT REPORT - OPERATIONAL,0
2020-08-29,9876,Avión 31,PILOT REPORT - OPERATIONAL,0
2020-09-06,10036,Avión 16,PILOT REPORT - OPERATIONAL,0
2020-09-10,10117,Avión 13,PILOT REPORT - OPERATIONAL,0
2020-09-20,10280,Avión 23,PILOT REPORT - OPERATIONAL,0
2020-09-26,10396,Avión 10,PILOT REPORT - OPERATIONAL,0
2020-09-28,10441,Avión 10,PILOT REPORT - OPERATIONAL,0
2020-09-30,10497,Avión 3,PILOT REPORT - OPERATIONAL,0
2020-10-03,10539,Avión 22,PILOT REPORT - OPERATIONAL,0
2020-10-04,10572,Avión 31,PILOT REPORT - OPERATIONAL,0
2020-10-04,10575,Avión 25,PILOT REPORT - OPERATIONAL,0
2020-10-07,10630,Avión 15,PILOT REPORT - OPERATIONAL,0
2020-10-08,10657,Avión 6,PILOT REPORT - OPERATIONAL,0
2020-10-08,10661,Avión 25,PILOT REPORT - OPERATIONAL,0
2020-10-13,10749,Avión 10,PILOT REPORT - OPERATIONAL,0
2020-10-16,10811,Avión 8,PILOT REPORT - OPERATIONAL,0
2020-10-17,10831,Avión 31,PILOT REPORT - OPERATIONAL,0
2020-10-17,10835,Avión 8,PILOT REPORT - OPERATIONAL,0
2020-10-20,10896,Avión 6,PILOT REPORT - OPERATIONAL,0
2020-10-20,10900,Avión 7,PILOT REPORT - OPERATIONAL,0
2020-10-22,10924,Avión 14,PILOT REPORT - OPERATIONAL,0
2020-10-27,11019,Avión 31,PILOT REPORT - OPERATIONAL,0
2020-10-30,11078,Avión 11,PILOT REPORT - OPERATIONAL,0
2020-10-30,11082,Avión 13,PILOT REPORT - OPERATIONAL,0
2020-10-31,11089,Avión 15,PILOT REPORT - OPERATIONAL,0
2020-10-31,11090,Avión 18,PILOT REPORT - OPERATIONAL,0
2020-11-02,11114,Avión 13,PILOT REPORT - OPERATIONAL,0
2020-11-05,11148,Avión 15,PILOT REPORT - OPERATIONAL,0
2020-11-09,11236,Avión 14,PILOT REPORT - OPERATIONAL,0
2020-11-10,11254,Avión 2,PILOT REPORT - OPERATIONAL,0
2020-11-17,11384,Avión 22,PILOT REPORT - OPERATIONAL,0
2020-11-17,11387,Avión 19,PILOT REPORT - OPERATIONAL,0
2020-11-28,11633,Avión 13,PILOT REPORT - OPERATIONAL,0
2020-11-30,11664,Avión 19,PILOT REPORT - OPERATIONAL,0
2020-11-30,11669,Avión 13,PILOT REPORT - OPERATIONAL,0
2020-12-02,11704,Avión 15,PILOT REPORT - OPERATIONAL,0
2020-12-02,11713,Avión 23,PILOT REPORT - OPERATIONAL,0
2020-12-03,11736,Avión 3,PILOT REPORT - OPERATIONAL,0
2020-12-05,11778,Avión 19,PILOT REPORT - OPERATIONAL,0
2020-12-09,11840,Avión 1,PILOT REPORT - OPERATIONAL,0
2020-12-11,11874,Avión 19,PILOT REPORT - OPERATIONAL,0
2020-12-13,11909,Avión 6,PILOT REPORT - OPERATIONAL,0
2020-12-18,12004,Avión 20,PILOT REPORT - OPERATIONAL,0
2020-12-19,12015,Avión 16,PILOT REPORT - OPERATIONAL,0
2021-01-06,12233,Avión 7,PILOT REPORT - OPERATIONAL,0
2021-01-18,12449,Avión 3,PILOT REPORT - OPERATIONAL,0
2021-01-18,12454,Avión 3,PILOT REPORT - OPERATIONAL,0
2021-01-18,12455,Avión 20,PILOT REPORT - OPERATIONAL,0
2021-01-21,12517,Avión 19,PILOT REPORT - OPERATIONAL,0
2021-01-27,12614,Avión 2,PILOT REPORT - OPERATIONAL,0
2021-01-28,12631,Avión 19,PILOT REPORT - OPERATIONAL,0
2021-01-29,12644,Avión 14,PILOT REPORT - OPERATIONAL,0
2021-01-31,12672,Avión 13,PILOT REPORT - OPERATIONAL,0
2021-01-31,12673,Avión 4,PILOT REPORT - OPERATIONAL,0
2021-01-31,12675,Avión 11,PILOT REPORT - OPERATIONAL,0
2021-02-01,12686,Avión 14,PILOT REPORT - OPERATIONAL,0
2021-02-07,12786,Avión 15,PILOT REPORT - OPERATIONAL,0
2021-02-13,12896,Avión 10,PILOT REPORT - OPERATIONAL,0
2021-02-16,12928,Avión 8,PILOT REPORT - OPERATIONAL,0
2021-02-18,12962,Avión 28,PILOT REPORT - OPERATIONAL,0
2021-02-23,13025,Avión 19,PILOT REPORT - OPERATIONAL,0
2021-02-23,13026,Avión 18,PILOT REPORT - OPERATIONAL,0
2021-02-24,13041,Avión 16,PILOT REPORT - OPERATIONAL,0
2021-02-24,13044,Avión 21,PILOT REPORT - OPERATIONAL,0
2021-02-24,13050,Avión 20,PILOT REPORT - OPERATIONAL,0
2021-02-26,13099,Avión 25,PILOT REPORT - OPERATIONAL,0
2021-02-27,13116,Avión 23,PILOT REPORT - OPERATIONAL,0
2021-02-28,13133,Avión 10,PILOT REPORT - OPERATIONAL,0
2021-03-06,13241,Avión 6,PILOT REPORT - OPERATIONAL,0
2021-03-06,13242,Avión 4,PILOT REPORT - OPERATIONAL,0
2021-03-06,13243,Avión 2,PILOT REPORT - OPERATIONAL,0
2021-03-10,13295,Avión 18,PILOT REPORT - OPERATIONAL,0
2021-03-11,13309,Avión 23,PILOT REPORT - OPERATIONAL,0
2021-03-11,13311,Avión 6,PILOT REPORT - OPERATIONAL,0
2021-03-11,13313,Avión 8,PILOT REPORT - OPERATIONAL,0
2021-03-11,13314,Avión 11,PILOT REPORT - OPERATIONAL,0
2021-03-14,13360,Avión 11,PILOT REPORT - OPERATIONAL,0
2021-03-15,13376,Avión 23,PILOT REPORT - OPERATIONAL,0
2021-03-19,13442,Avión 14,PILOT REPORT - OPERATIONAL,0
2021-03-23,13508,Avión 17,PILOT REPORT - OPERATIONAL,0
2021-03-23,13512,Avión 21,PILOT REPORT - OPERATIONAL,0
2021-03-27,13595,Avión 25,PILOT REPORT - OPERATIONAL,0
2021-03-27,13600,Avión 21,PILOT REPORT - OPERATIONAL,0
2021-03-28,13617,Avión 23,PILOT REPORT - OPERATIONAL,0
2021-03-31,13674,Avión 21,PILOT REPORT - OPERATIONAL,0
2021-04-03,13710,Avión 12,PILOT REPORT - OPERATIONAL,0
2021-04-04,13734,Avión 25,PILOT REPORT - OPERATIONAL,0
2021-04-04,13741,Avión 16,PILOT REPORT - OPERATIONAL,0
2021-04-05,13755,Avión 21,PILOT REPORT - OPERATIONAL,0
2021-04-05,13763,Avión 3,PILOT REPORT - OPERATIONAL,0
2021-04-05,13765,Avión 1,PILOT REPORT - OPERATIONAL,0
2021-04-05,13767,Avión 22,PILOT REPORT - OPERATIONAL,0
2021-04-05,13768,Avión 20,PILOT REPORT - OPERATIONAL,0
2021-04-08,13808,Avión 10,PILOT REPORT - OPERATIONAL,0
2021-04-08,13809,Avión 16,PILOT REPORT - OPERATIONAL,0
2021-04-11,13863,Avión 16,PILOT REPORT - OPERATIONAL,0
2021-04-13,13890,Avión 21,PILOT REPORT - OPERATIONAL,0
2021-04-14,13903,Avión 2,PILOT REPORT - OPERATIONAL,0
2021-04-19,14000,Avión 24,PILOT REPORT - OPERATIONAL,0
2021-04-22,14054,Avión 14,PILOT REPORT - OPERATIONAL,0
2021-04-23,14069,Avión 1,PILOT REPORT - OPERATIONAL,0
2021-04-23,14079,Avión 21,PILOT REPORT - OPERATIONAL,0
2021-04-24,14086,Avión 22,PILOT REPORT - OPERATIONAL,0
2021-04-24,14087,Avión 20,PILOT REPORT - OPERATIONAL,0
2021-04-24,14089,Avión 12,PILOT REPORT - OPERATIONAL,0
2021-04-24,14090,Avión 8,PILOT REPORT - OPERATIONAL,0
2021-04-24,14091,Avión 23,PILOT REPORT - OPERATIONAL,0
2021-04-25,14101,Avión 3,PILOT REPORT - OPERATIONAL,0
2021-04-25,14108,Avión 20,PILOT REPORT - OPERATIONAL,0
2021-04-25,14112,Avión 3,PILOT REPORT - OPERATIONAL,0
2021-04-27,14141,Avión 22,PILOT REPORT - OPERATIONAL,0
2021-04-28,14164,Avión 8,PILOT REPORT - OPERATIONAL,0
2021-04-30,14204,Avión 31,PILOT REPORT - OPERATIONAL,0
2021-04-30,14205,Avión 4,PILOT REPORT - OPERATIONAL,0
2021-05-02,14229,Avión 11,PILOT REPORT - OPERATIONAL,0
2021-05-02,14230,Avión 20,PILOT REPORT - OPERATIONAL,0
2021-05-02,14241,Avión 25,PILOT REPORT - OPERATIONAL,0
2021-05-05,14306,Avión 21,PILOT REPORT - OPERATIONAL,0
2021-05-10,14409,Avión 18,PILOT REPORT - OPERATIONAL,0
2021-05-10,14410,Avión 25,PILOT REPORT - OPERATIONAL,0
2021-05-11,14434,Avión 28,PILOT REPORT - OPERATIONAL,0
2021-05-11,14435,Avión 20,PILOT REPORT - OPERATIONAL,0
2021-05-11,14439,Avión 4,PILOT REPORT - OPERATIONAL,0
2021-05-14,14474,Avión 31,PILOT REPORT - OPERATIONAL,0
2021-05-15,14502,Avión 22,PILOT REPORT - OPERATIONAL,0
2021-05-15,14505,Avión 11,PILOT REPORT - OPERATIONAL,0
2021-05-15,14513,Avión 24,PILOT REPORT - OPERATIONAL,0
2021-05-15,14517,Avión 16,PILOT REPORT - OPERATIONAL,0
2021-05-15,14522,Avión 10,PILOT REPORT - OPERATIONAL,0
2021-05-16,14524,Avión 22,PILOT REPORT - OPERATIONAL,0
2021-05-16,14531,Avión 24,PILOT REPORT - OPERATIONAL,0
2021-05-16,14533,Avión 22,PILOT REPORT - OPERATIONAL,0
2021-05-17,14555,Avión 13,PILOT REPORT - OPERATIONAL,0
2021-05-17,14556,Avión 13,PILOT REPORT - OPERATIONAL,0
2021-05-18,14580,Avión 21,PILOT REPORT - OPERATIONAL,0
2021-05-21,14652,Avión 19,PILOT REPORT - OPERATIONAL,0
2021-05-21,14654,Avión 22,PILOT REPORT - OPERATIONAL,0
2021-05-22,14676,Avión 14,PILOT REPORT - OPERATIONAL,0
2021-05-23,14699,Avión 23,PILOT REPORT - OPERATIONAL,0
2021-05-23,14703,Avión 17,PILOT REPORT - OPERATIONAL,0
2021-06-11,15119,Avión 4,PILOT REPORT - OPERATIONAL,0
2021-06-11,15122,Avión 14,PILOT REPORT - OPERATIONAL,0
2021-06-11,15123,Avión 2,PILOT REPORT - OPERATIONAL,0
2021-06-12,15135,Avión 10,PILOT REPORT - OPERATIONAL,0
2021-06-13,15149,Avión 24,PILOT REPORT - OPERATIONAL,0
2021-06-14,15193,Avión 13,PILOT REPORT - OPERATIONAL,0
2021-06-15,15203,Avión 2,PILOT REPORT - OPERATIONAL,0
2021-06-15,15217,Avión 2,PILOT REPORT - OPERATIONAL,0
2021-06-17,15257,Avión 14,PILOT REPORT - OPERATIONAL,0
2021-06-17,15274,Avión 20,PILOT REPORT - OPERATIONAL,0
2021-06-17,15279,Avión 15,PILOT REPORT - OPERATIONAL,0
2021-06-18,15293,Avión 31,PILOT REPORT - OPERATIONAL,0
2021-06-18,15295,Avión 2,PILOT REPORT - OPERATIONAL,0
2021-06-18,15302,Avión 13,PILOT REPORT - OPERATIONAL,0
2021-06-18,15303,Avión 3,PILOT REPORT - OPERATIONAL,0
2021-06-18,15304,Avión 19,PILOT REPORT - OPERATIONAL,0
2021-06-19,15321,Avión 1,PILOT REPORT - OPERATIONAL,0
2021-06-19,15325,Avión 4,PILOT REPORT - OPERATIONAL,0
2021-06-19,15326,Avión 22,PILOT REPORT - OPERATIONAL,0
2021-06-19,15332,Avión 19,PILOT REPORT - OPERATIONAL,0
2021-06-20,15349,Avión 28,PILOT REPORT - OPERATIONAL,0
2021-06-20,15353,Avión 3,PILOT REPORT - OPERATIONAL,0
2021-06-22,15401,Avión 13,PILOT REPORT - OPERATIONAL,0
2021-06-22,15426,Avión 21,PILOT REPORT - OPERATIONAL,0
2021-06-22,15427,Avión 18,PILOT REPORT - OPERATIONAL,0
2021-06-23,15449,Avión 24,PILOT REPORT - OPERATIONAL,0
2021-06-24,15483,Avión 15,PILOT REPORT - OPERATIONAL,0
2021-06-24,15485,Avión 14,PILOT REPORT - OPERATIONAL,0
2021-06-25,15532,Avión 18,PILOT REPORT - OPERATIONAL,0
2021-06-26,15560,Avión 22,PILOT REPORT - OPERATIONAL,0
2021-06-26,15562,Avión 8,PILOT REPORT - OPERATIONAL,0
2021-06-26,15563,Avión 18,PILOT REPORT - OPERATIONAL,0
2021-06-26,15573,Avión 16,PILOT REPORT - OPERATIONAL,0
2021-06-27,15603,Avión 19,PILOT REPORT - OPERATIONAL,0
2021-06-27,15611,Avión 17,PILOT REPORT - OPERATIONAL,0
2021-06-27,15616,Avión 10,PILOT REPORT - OPERATIONAL,0
2021-07-17,16389,Avión 23,PILOT REPORT - OPERATIONAL,0
2021-07-17,16415,Avión 11,PILOT REPORT - OPERATIONAL,0
2021-07-18,16457,Avión 20,PILOT REPORT - OPERATIONAL,0
2021-07-18,16458,Avión 12,PILOT REPORT - OPERATIONAL,0
2021-07-19,16502,Avión 22,PILOT REPORT - OPERATIONAL,0
2021-07-19,16503,Avión 32,PILOT REPORT - OPERATIONAL,0
2021-07-21,16580,Avión 14,PILOT REPORT - OPERATIONAL,0
2021-07-22,16602,Avión 31,PILOT REPORT - OPERATIONAL,0
2021-07-23,16640,Avión 24,PILOT REPORT - OPERATIONAL,0
2021-07-23,16642,Avión 28,PILOT REPORT - OPERATIONAL,0
2021-07-24,16693,Avión 19,PILOT REPORT - OPERATIONAL,0
2021-07-25,16711,Avión 31,PILOT REPORT - OPERATIONAL,0
2021-07-30,16924,Avión 17,PILOT REPORT - OPERATIONAL,0
2021-07-31,16977,Avión 28,PILOT REPORT - OPERATIONAL,0
2021-07-31,16986,Avión 3,PILOT REPORT - OPERATIONAL,0
2021-08-06,17242,Avión 7,PILOT REPORT - OPERATIONAL,0
2021-08-07,17271,Avión 18,PILOT REPORT - OPERATIONAL,0
2021-08-09,17356,Avión 20,PILOT REPORT - OPERATIONAL,0
2021-08-14,17530,Avión 8,PILOT REPORT - OPERATIONAL,0
2021-08-14,17536,Avión 7,PILOT REPORT - OPERATIONAL,0
2021-08-15,17575,Avión 8,PILOT REPORT - OPERATIONAL,0
2021-08-15,17581,Avión 13,PILOT REPORT - OPERATIONAL,0
2021-08-16,17617,Avión 12,PILOT REPORT - OPERATIONAL,0
2021-08-16,17620,Avión 14,PILOT REPORT - OPERATIONAL,0
2021-08-16,17625,Avión 25,PILOT REPORT - OPERATIONAL,0
2021-08-17,17664,Avión 25,PILOT REPORT - OPERATIONAL,0
2021-08-17,17667,Avión 6,PILOT REPORT - OPERATIONAL,0
2021-08-18,17711,Avión 25,PILOT REPORT - OPERATIONAL,0
2021-08-18,17712,Avión 6,PILOT REPORT - OPERATIONAL,0
2021-08-19,17733,Avión 28,PILOT REPORT - OPERATIONAL,0
2021-08-19,17737,Avión 10,PILOT REPORT - OPERATIONAL,0
2021-08-19,17755,Avión 21,PILOT REPORT - OPERATIONAL,0
2021-08-19,17756,Avión 17,PILOT REPORT - OPERATIONAL,0
2021-08-21,17829,Avión 22,PILOT REPORT - OPERATIONAL,0
2021-08-23,17874,Avión 4,PILOT REPORT - OPERATIONAL,0
2021-08-24,17927,Avión 16,PILOT REPORT - OPERATIONAL,0
2021-08-25,17956,Avión 20,PILOT REPORT - OPERATIONAL,0
2021-08-25,17966,Avión 13,PILOT REPORT - OPERATIONAL,0
2021-08-26,18007,Avión 18,PILOT REPORT - OPERATIONAL,0
2021-08-27,18039,Avión 28,PILOT REPORT - OPERATIONAL,0
2021-08-31,18182,Avión 7,PILOT REPORT - OPERATIONAL,0
2021-08-31,18187,Avión 6,PILOT REPORT - OPERATIONAL,0
2021-09-01,18208,Avión 22,PILOT REPORT - OPERATIONAL,0
2021-09-03,18311,Avión 4,PILOT REPORT - OPERATIONAL,0
