ID,Occurred,At,Issuer,A/C,Station,Headline,Flight No,ATA,Advise
57227,2023-12-06,0 days 22:00:00,6514,Avión 12,PDQ,DOCUMENTACION,NT1804,,A/C Ready
57207,2023-12-06,0 days 15:42:00,6159,Avión 28,PDQ,PERDIDA ACEITE MOTOR,NT380,72-00,A/C Ready
57232,2023-12-07,0 days 07:41:00,6514,Avión 14,PIQ,NIVEL HYD BAJO,NT197,12-12,A/C Ready
57236,2023-12-07,0 days 10:23:00,6514,Avión 19,PDQ,ASEGURAR TROLLEY BODEGA TRASERA QUE NO PUEDEN,NT211,25-33,A/C Ready
57439,2023-12-07,0 days 15:10:00,6520,Avión 32,PDQ,INOP D - AZFA,NT5412,,
57239,2023-12-07,0 days 11:20:00,6514,Avión 14,PDQ,CHEQUEO HYD,NT217,12-12,A/C Ready
57230,2023-12-07,0 days 07:25:00,6514,Avión 13,PIQ,LC NO APUNTADA EN PTV,NT681,,A/C Ready
57234,2023-12-07,0 days 09:30:00,6514,Avión 13,PIQ,SOLICITA QUE SE LE HAGA LA LC + 2 ANOTACIONES,NT603,20-45,A/C Ready
57301,2023-12-08,0 days 14:37:00,6159,Avión 38,PDQ,PEGATINAS INOP,NT1031,28-25,A/C Ready
57291,2023-12-08,0 days 12:23:00,5871,Avión 28,PDQ,SIN ACCION DE MTTO,NT816,,A/C Ready
57297,2023-12-08,0 days 07:10:00,6514,Avión 7,PIQ,GPU AH NO MTTO ACTION,NT940,,A/C Ready
57273,2023-12-08,0 days 05:07:00,6092,Avión 1,PDQ,PERDIDA POR EL TANQUE ECOLÓGICO,NT846,73-14,A/C Ready
57320,2023-12-08,0 days 22:29:00,6159,Avión 34,PDQ,DIFERENCIA DE TORQUE,NT589,77-13,A/C Ready
57351,2023-12-09,0 days 13:42:00,5871,Avión 25,PIQ,EXTINTOR SOBRECARGO NO SE VE FECHA,NT968,,A/C Ready
57361,2023-12-09,0 days 16:25:00,6514,Avión 19,CVU,PROBLEMAS PARA CERRAR PUERTA DE CABINA,NT817,,A/C Ready
57386,2023-12-09,0 days 10:00:00,6513,Avión 7,TER,EVENT WITHOUT INFORMATION - DELAY,NT210,,A/C Ready
57405,2023-12-10,0 days 15:56:00,5871,Avión 24,PDQ,PROBLEMAS TANQUE AGUAS RESIDUALES,NT5472,38-32,A/C Ready
57392,2023-12-10,0 days 12:10:00,6513,Avión 3,PIQ,AUTOPRESS FAULT,NT417,21-31,A/C Ready
57410,2023-12-10,0 days 21:55:00,5871,Avión 14,PDQ,SERVICE BUS FUERA DE SERVICIO,NT846,25-00,A/C Ready
57452,2023-12-11,0 days 18:45:00,5871,Avión 41,PDQ,CONSULTA A LA LLEGADA,NT331,33-40,A/C Ready
57472,2023-12-11,0 days 20:50:00,6513,Avión 32,PDQ,1D+SEALS,NT5703,,A/C Ready
57430,2023-12-11,0 days 07:21:00,6513,Avión 34,PDQ,AMORTIGUADOR DE MORRO HUNDIDO AL DESPEGUE,NT501,32-20,A/C Ready
57456,2023-12-11,0 days 14:20:00,5871,Avión 32,PDQ,DEMO MASK Y MESA 12A,NT5702,25-60,
57431,2023-12-11,0 days 08:30:00,6513,Avión 31,PDQ,PROBLEMA CON ASIENTO,NT107,,A/C Ready
57482,2023-12-12,0 days 11:37:00,6513,Avión 35,PDQ,PACK#1 FAULT - OLOR A QUEMADO EN CABINA,NT1112,21-50,A/C Ready
57497,2023-12-12,0 days 19:11:00,5871,Avión 40,PDQ,FALLO DEL TCAS,NT267,33-42,A/C Ready
57490,2023-12-12,0 days 15:06:00,7020,Avión 31,PIQ,CAMBIO DE RUEDA - FUERA DE LIMITES,NT141,12-37,A/C Ready
57475,2023-12-12,0 days 07:33:00,6513,Avión 11,PDQ,CONSULTA SOBRE RED DE BODEGA,NT800,25-00,A/C Ready
57485,2023-12-12,0 days 13:34:00,6513,Avión 13,PDQ,RUIDO PUERTA SERVICIO,NT229,52-00,A/C Ready
57538,2023-12-13,0 days 19:37:00,6514,Avión 19,PIQ,LC,NT177,12-37,A/C Ready
57534,2023-12-13,0 days 15:43:00,6514,Avión 31,PDQ,SOLICITAN MTTO POR LUCES FUNDIDAS,NT130,33-40,A/C Ready
57521,2023-12-13,0 days 08:44:00,6513,Avión 38,PDQ,VUELVE A PARKING POR PROBLEMA CON COMBUSTIBLE,NT210,28-42,A/C Ready
57535,2023-12-13,0 days 16:47:00,6514,Avión 13,PIQ,PROBLEMAS CON GNCS Y CON LA PUERTA,NT651,,A/C Ready
57591,2023-12-14,0 days 17:32:00,6514,Avión 38,PDQ,MEDICION CARGA VARILLA Y CHEQUEO SENSOR PUERTA REPOSTAJE,NT154,12-11,A/C Ready
57586,2023-12-14,0 days 16:33:00,6514,Avión 11,PIQ,CHEQUEO PUERTA TREN DE MORRO,NT149,32-22,A/C Ready
57616,2023-12-14,0 days 07:00:00,6513,Avión 32,PDQ,VOLUMEN ALTO ALTAVOZ Y MICRO,NT101,23-70,A/C Ready
57565,2023-12-14,0 days 07:48:00,6159,Avión 17,SMA,OFF BATTERY,NT601,24-31,A/C Ready
57582,2023-12-14,0 days 16:02:00,6514,Avión 38,PDQ,PROBLEMAS CON LA PUERTA DE COMBUSTIBLE,NT531,,A/C Ready
57574,2023-12-14,0 days 14:16:00,6159,Avión 17,PIQ,EXHAUST MODE,NT611,21-00,A/C Ready
57575,2023-12-14,0 days 14:18:00,6159,Avión 19,PIQ,FECHA ATL,NT873,,A/C Ready
57562,2023-12-14,0 days 06:55:00,6159,Avión 38,PDQ,CARGA POR VARILLA,NT103,12-11,A/C Ready
57633,2023-12-15,0 days 16:03:00,6514,Avión 38,PDQ,PROBLEMAS DE COMUNICACIÓN CON CM2,NT531,23-51,A/C Ready
57642,2023-12-15,0 days 18:50:00,6514,Avión 6,XRY,PUERTA INOPERATIVA,NT5723,,A/C Ready
57644,2023-12-15,0 days 21:52:00,6514,Avión 35,PDQ,PROBLEMAS CON EL VHF2,NT337,23-00,A/C Ready
57622,2023-12-15,0 days 14:02:00,6159,Avión 40,PDQ,CHEQUEAR UN AVISO A BORDO,NT136,28-42,A/C Ready
57631,2023-12-15,0 days 15:44:00,6514,Avión 21,PDQ,FALLOS CON EL INTERFONO DE LA TCP2,NT4073,23-44,A/C Ready
57636,2023-12-15,0 days 17:22:00,6514,Avión 28,PDQ,MANCHA EN TREN,NT255,12-21,A/C Ready
57635,2023-12-15,0 days 17:02:00,6514,Avión 41,PDQ,EN PUNTO DE ESPERA SALTA A PROBE FITTING FAULT (AOA),NT4072,30-31,A/C Ready
57885,2023-12-15,0 days 14:28:00,6520,Avión 39,PDQ,NO INFO,NT246,,
57668,2023-12-16,0 days 12:34:00,6159,Avión 18,TER,PROBLEMAS CON LA BLEED,NT952,21-50,A/C Ready
57679,2023-12-16,0 days 14:43:00,6514,Avión 32,PIQ,CAMBIO DE RUEDA Y FAK,NT5223,25-00,A/C Ready
57689,2023-12-16,0 days 20:56:00,6514,Avión 12,PDQ,MANCHA FUGA COMBUSTIBLE EN LA PANZA,NT3063,28-15,A/C Ready
57685,2023-12-16,0 days 17:34:00,6514,Avión 38,PDQ,MEDICION CARGA POR VARILLA,NT255,12-11,A/C Ready
57692,2023-12-16,0 days 21:41:00,6514,Avión 36,PIQ,LC+AMPLIAR DIFERIDO,NT483,,A/C Ready
57654,2023-12-16,0 days 06:35:00,6159,Avión 38,PDQ,CARGA POR VARILLA,NT500,12-11,A/C Ready
57661,2023-12-16,0 days 10:21:00,6159,Avión 7,PIQ,CROSS START DEL AVION NO FUNCIONA,NT952,24-46,A/C Ready
57707,2023-12-17,0 days 09:27:00,6159,Avión 38,PDQ,CARGA POR VARILLA,NT522,12-11,A/C Ready
57710,2023-12-17,0 days 12:41:00,6159,Avión 36,PIQ,TRIM PILOTO AUTIMATIC NO VA,NT621,22-13,A/C Ready
57718,2023-12-17,0 days 15:58:00,6514,Avión 8,PDQ,SOLICITAN MTTO SIN MAS INFO,NT1303,,A/C Ready
57730,2023-12-17,0 days 22:00:00,6514,Avión 38,PDQ,MEDICION DE CARGA POR VARILLA POR LIMITACION,NT287,12-11,A/C Ready
57752,2023-12-17,0 days 20:55:00,5871,Avión 1,HOR,DELAY EVENT FOR A/C MOL,NT583,,
57733,2023-12-17,0 days 13:30:00,6514,Avión 8,RAK,EVENT FOR A NETLINE DELAY / CANCELLATION,NT1303,,A/C Ready
57705,2023-12-17,0 days 07:36:00,6254,Avión 1,PDQ,RADIO DEL CM1 DEMASIADO ALTA,NT203,23-51,A/C Ready
57726,2023-12-17,0 days 19:35:00,6514,Avión 38,PDQ,MEDICION DE CARGA POR VARILLA DEBIDO A LA LIMITACION,NT565,12-11,A/C Ready
57759,2023-12-18,0 days 11:55:00,6159,Avión 3,CVU,PERDIDA DE AGUA WC,NT816,38-31,A/C Ready
57775,2023-12-18,0 days 16:54:00,6514,Avión 1,PDQ,PROBLEMAS DE PRESURIZACIÓN DURANTE EL VUELO,NT255,05-53,A/C Ready
57757,2023-12-18,0 days 09:25:00,6159,Avión 38,PDQ,CARGA POR VARILLA,NT106,12-11,A/C Ready
57760,2023-12-18,0 days 11:40:00,6159,Avión 38,PDQ,CARGA POR VARILLA,NT124,12-11,A/C Ready
57859,2023-12-19,0 days 16:00:00,5871,Avión 40,GRW,HUMO BLANCO EN MOTOR,NT356,,
57803,2023-12-19,0 days 07:28:00,5871,Avión 11,PDQ,FRENO Nº2 + DETECTOR FAN,NT203,25-26,A/C Ready
57808,2023-12-19,0 days 09:04:00,5871,Avión 7,PIQ,HANDSET TCP1,NT610,23-43,A/C Ready
57806,2023-12-19,0 days 08:06:00,5871,Avión 38,PDQ,DIFERENCIA DE COMBUSTIBLE 300KG,NT501,,A/C Ready
57913,2023-12-20,0 days 23:45:00,6074,Avión 4,PDQ,EXHAUST FUERA DE LÍMITES,NT275,05-51,A/C Ready
57896,2023-12-20,0 days 18:39:00,6513,Avión 38,PDQ,CARGA CON VARILLA,NT282,28-11,A/C Ready
57905,2023-12-20,0 days 21:19:00,6513,Avión 12,PDQ,1D + SEALS,NT5733,,A/C Ready
57922,2023-12-21,0 days 07:14:00,5871,Avión 38,PDQ,CARGA POR VARILLA,NT105,12-11,A/C Ready
57971,2023-12-22,0 days 04:34:00,6074,Avión 15,PDQ,FALLO EN SYST HYD 1,NT5403,29-31,A/C Ready
58006,2023-12-22,0 days 14:22:00,6159,Avión 11,PDQ,SOLICITAN MTTO SIN INFO,NT369,25-56,A/C Ready
58028,2023-12-22,0 days 22:17:00,6513,Avión 20,PDQ,LC,NT573,,A/C Ready
57998,2023-12-22,0 days 11:49:00,6514,Avión 3,PIQ,FALLO AUTOPRESS,NT863,21-31,A/C Ready
58002,2023-12-22,0 days 13:31:00,6514,Avión 25,PDQ,TRANSPORTIN TCP DELANTERO NO BLOCA,NT229,25-21,A/C Ready
58020,2023-12-22,0 days 19:31:00,6513,Avión 36,PDQ,PITOT FAULT,NT170,34-11,A/C Ready
57983,2023-12-22,0 days 06:45:00,6159,Avión 7,PIQ,HANDSET,NT940,23-00,A/C Ready
57994,2023-12-22,0 days 09:51:00,6514,Avión 4,PIQ,GPU CONNECTION DOESN´T WORK PROPERLY,NT103,24-46,A/C Ready
57991,2023-12-22,0 days 08:31:00,6514,Avión 4,PIQ,PROBLEMA CONEXION GRUPO,NT103,24-46,A/C Ready
58031,2023-12-22,0 days 23:24:00,6074,Avión 12,PDQ,PROBLEMAS APU,NT5423,49-10,A/C Ready
58048,2023-12-23,0 days 06:45:00,6159,Avión 38,PDQ,CARGA POR VARILLA,NT178,12-11,A/C Ready
58076,2023-12-23,0 days 16:18:00,6513,Avión 31,SMA,BEACON COLGANDO,NT650,33-48,A/C Ready
58050,2023-12-23,0 days 06:51:00,6159,Avión 17,PIQ,DUDA,NT989,,A/C Ready
58057,2023-12-23,0 days 08:05:00,6159,Avión 3,,DELAY EVENT FOR A/C MTQ,NT878,,
58060,2023-12-23,0 days 08:09:00,6159,Avión 19,,DELAY EVENT FOR A/C MMM,NT589,,
58090,2023-12-23,0 days 14:00:00,6513,Avión 4,PIQ,EVENT WITHOUT INFORMATION - DELAY,NT640,,A/C Ready
58056,2023-12-23,0 days 08:04:00,6159,Avión 36,,DELAY EVENT FOR A/C NSG,NT170,,
58058,2023-12-23,0 days 08:07:00,6159,Avión 38,,DELAY EVENT FOR A/C NVD,NT171,,
58054,2023-12-23,0 days 08:00:00,6159,Avión 32,PDQ,DELAY EVENT FOR A/C NPU,NT5108,,
58055,2023-12-23,0 days 08:01:00,6159,Avión 3,,DELAY EVENT FOR A/C MTQ,NT878,,
58062,2023-12-23,0 days 09:41:00,6159,Avión 38,PDQ,CARGA DE VARILLA 2.7,NT503,12-11,A/C Ready
58071,2023-12-23,0 days 14:51:00,6513,Avión 38,PDQ,CARGA COMBUSTIBLE,NT136,12-11,A/C Ready
58053,2023-12-23,0 days 07:58:00,6159,Avión 34,PDQ,DELAY EVENT FOR A/C NQR,NT105,,
58061,2023-12-23,0 days 08:24:00,6159,Avión 28,PDQ,CONSULTA,NT995,,A/C Ready
58110,2023-12-24,0 days 08:02:00,6159,Avión 10,PDQ,ATA 31-60-1 DISPLAY UNIT NUMERO 13 FAULT,NT559,31-60,A/C Ready
58160,2023-12-25,0 days 16:46:00,6159,Avión 38,PDQ,AFR AIR BLEED FAULT IN FLIGHT,NT545,30-11,A/C Ready
58145,2023-12-25,0 days 09:43:00,6514,Avión 25,,DELAY EVENT FOR A/C MXQ,NT616,,A/C Ready
58143,2023-12-25,0 days 08:48:00,6514,Avión 11,PIQ,LC,NT995,53-67,A/C Ready
58146,2023-12-25,0 days 09:45:00,6514,Avión 25,,DELAY EVENT FOR A/C MXQ,NT878,,A/C Ready
58188,2023-12-26,0 days 09:28:00,6514,Avión 19,PDQ,INDICAN QUE TIENE MANCHADA PARTE INF DE FUSELAJE DE HYD,NT203,29-12,A/C Ready
58183,2023-12-26,0 days 07:25:00,6514,Avión 3,PIQ,NO FUNCIONA PANTALLA AUTOPRESS,NT4931,21-31,A/C Ready
58190,2023-12-26,0 days 10:25:00,6514,Avión 25,PIQ,FALLO AVIONICS SINGLE SWITCH,NT671,42-11,A/C Ready
58211,2023-12-26,0 days 18:00:00,6159,Avión 25,PDQ,CONSULTA,NT160,,A/C Ready
58192,2023-12-26,0 days 11:02:00,6514,Avión 41,PIQ,BBDD + CARGA DE O2,NT4153,,A/C Ready
58232,2023-12-27,0 days 07:06:00,5871,Avión 20,PDQ,TCP2 HANDSET INOP,NT300,23-44,A/C Ready
58250,2023-12-27,0 days 16:30:00,6159,Avión 43,PDQ,ARMADA DE RAMPA,NT5423,,A/C Ready
58286,2023-12-27,0 days 21:00:00,6513,Avión 32,PDQ,1D+SEALS,NT5733,,A/C Ready
58236,2023-12-27,0 days 09:10:00,5871,Avión 31,PIQ,PROBLEMAS BLEED,NT752,36-11,A/C Ready
58257,2023-12-27,0 days 22:11:00,6159,Avión 36,PIQ,SIN INFO,NT969,,A/C Ready
61621,2023-12-27,0 days 14:55:00,6520,Avión 43,PDQ,INOP D-AZFA,NT5242,,
58280,2023-12-28,0 days 07:20:00,6513,Avión 28,PIQ,BBDD CADUCADA,NT602,34-58,A/C Ready
58296,2023-12-28,0 days 12:59:00,6513,Avión 11,PIQ,MOTOR 2 NO SE PONE EN MARCHA,NT136,24-30,A/C Ready
58318,2023-12-28,0 days 20:27:00,5871,Avión 32,PDQ,1D+BSI,NT5473,,A/C Ready
58293,2023-12-28,0 days 11:43:00,6513,Avión 38,PDQ,FALLO DE AIR FRAME AIR BLEED,NT517,30-11,A/C Ready
58322,2023-12-28,0 days 21:30:00,5871,Avión 19,PDQ,2 REPORTES,NT846,72-00,A/C Ready
58315,2023-12-28,0 days 18:31:00,5871,Avión 25,PDQ,FALLO GEN 1,NT381,24-32,A/C Ready
58292,2023-12-28,0 days 10:29:00,6513,Avión 10,PDQ,PROBLEMA CON MANDOS DE VUELO EN VUELO,NT120,27-00,A/C Ready
59698,2023-12-28,0 days 08:00:00,6520,Avión 14,PIQ,SIN ACCION DE MTTO,NT604,49-20,A/C Ready
58343,2023-12-29,0 days 13:37:00,6513,Avión 10,PIQ,WY,NT627,,A/C Ready
58360,2023-12-29,0 days 18:44:00,5871,Avión 17,SMA,D4 FAULT,NT6641,31-60,A/C Ready
58385,2023-12-30,0 days 07:18:00,6513,Avión 38,PIQ,AIRFRAME BLEED,NT401,30-11,A/C Ready
61622,2023-12-30,0 days 23:00:00,6520,Avión 6,PDQ,SCHEDULED MAINTENANCE - MAINTENANCE,NT1902,,
58451,2023-12-31,0 days 21:44:00,7020,Avión 36,PDQ,INOPERATIVO - BSI,NT287,72-00,A/C Ready
58419,2023-12-31,0 days 06:52:00,6159,Avión 10,,DELAY EVENT FOR A/C MPI,NT604,,A/C Ready
58503,2024-01-02,0 days 09:53:00,6159,Avión 1,PDQ,NO ENTRA COMBUSTIBLE,NT114,28-25,A/C Ready
58528,2024-01-02,0 days 21:13:00,6514,Avión 34,PDQ,DEFECTO DE LA HELICE DEL MOTOR 2,NT3391,61-00,A/C Ready
58566,2024-01-03,0 days 16:49:00,5871,Avión 36,PDQ,AMORTIGUADOR DELANTERO HA PERDIDO TODO EL LIQUIDO,NT545,32-21,A/C Ready
58605,2024-01-04,0 days 15:34:00,5871,Avión 22,PDQ,HYDRAULIC POP UP (EXTERIOR) PULL,NT541,29-00,A/C Ready
58596,2024-01-04,0 days 09:33:00,6159,Avión 17,PIQ,3B SISTEMA INCENDIO MOTOR 1,NT879,26-21,A/C Ready
58608,2024-01-04,0 days 17:29:00,5871,Avión 25,PIQ,2 ANOTACIONES,NT836,24-30,A/C Ready
58602,2024-01-04,0 days 15:06:00,5871,Avión 43,PDQ,PROBLEMAS CON MCDU,NT5203,,A/C Ready
63315,2024-01-04,0 days 07:36:00,4569,Avión 30,PIQ,630612/1,PM547,31-31,
58660,2024-01-05,0 days 18:20:00,6514,Avión 31,PIQ,LC + 2A + OIL LEAK,NT627,05-20,A/C Ready
58635,2024-01-05,0 days 08:55:00,6159,Avión 40,PDQ,PACK INOP,NT301,21-50,A/C Ready
58640,2024-01-05,0 days 13:29:00,6159,Avión 19,PIQ,TREN ATERRIZAJE  CHEQUEAR MANCHA,NT953,32-11,A/C Ready
58650,2024-01-05,0 days 16:06:00,6514,Avión 21,PDQ,LINEAS DE EVACUACIÓN DEL PASILLO ROTAS,NT146,25-63,A/C Ready
58631,2024-01-05,0 days 07:34:00,6159,Avión 17,PIQ,MALETA CONTRA INCENDIO MOTOR  1,NT852,26-12,A/C Ready
58687,2024-01-06,0 days 07:43:00,5871,Avión 11,PDQ,NECESIDAD DE CAMBIO DE PAQUETE DE FRENO,NT800,32-42,A/C Ready
58677,2024-01-06,0 days 02:11:00,5450,Avión 24,SID,RAMPA DE EMERGENCIA DELANTERA IZQ DESPLEGADA,NT1902,25-65,A/C Ready
58689,2024-01-06,0 days 09:50:00,5871,Avión 19,PIQ,DUDA DIFERIDO,NT853,,A/C Ready
58738,2024-01-07,0 days 13:57:00,6513,Avión 28,PIQ,2 ANOTACIONES DE MOTOR 2,NT959,72-00,A/C Ready
58774,2024-01-07,0 days 20:40:00,6513,Avión 44,PDQ,EVENT WITHOUT INFORMATION - DELAY,NT004P,35-30,A/C Ready
58728,2024-01-07,0 days 07:55:00,6513,Avión 38,PIQ,AUDIO CONTROL PANEL,NT406,23-51,A/C Ready
58742,2024-01-07,0 days 14:48:00,5871,Avión 13,PDQ,FRUSTRA POR PROBLEMAS CON TREN DE ATERRIZAJE,NT140,32-31,A/C Ready
58753,2024-01-07,0 days 18:03:00,5871,Avión 6,PMI,FALTA DE O2,NT5158,25-60,A/C Ready
58748,2024-01-07,0 days 16:37:00,5871,Avión 36,PIQ,CONSULTA,NT441,,A/C Ready
58804,2024-01-08,0 days 18:11:00,5871,Avión 8,PDQ,PÉRDIDA DE ACEITE M1,NT357,79-00,A/C Ready
58793,2024-01-08,0 days 14:35:00,5871,Avión 20,PDQ,SOLICITAN MTTO,NT531,,A/C Ready
58777,2024-01-08,0 days 07:56:00,6513,Avión 18,PIQ,FALLO INVERTER 1,NT852,,A/C Ready
63316,2024-01-08,0 days 07:54:00,4569,Avión 30,PIQ,630621/1,PM419,34-74,
58858,2024-01-09,0 days 11:25:00,6514,Avión 24,VGO,EVENT FOR A NETLINE DELAY / CANCELLATION,NT5212,,A/C Ready
58824,2024-01-09,0 days 07:07:00,6513,Avión 18,PIQ,INVERTER FAULT 1,NT402,24-21,A/C Ready
58828,2024-01-09,0 days 07:52:00,6513,Avión 8,PDQ,NAV. LIGHT U/S,NT203,33-41,A/C Ready
58892,2024-01-10,0 days 14:18:00,6159,Avión 4,PDQ,VUELO DE PRUEBA COMPROBACION DE PARAMETROS,NT001,,A/C Ready
58878,2024-01-10,0 days 08:40:00,6513,Avión 39,PDQ,CHEQUEO DE TREN DE ATERRIZAJE,NT503,32-00,A/C Ready
63317,2024-01-10,0 days 08:02:00,4569,Avión 30,PIQ,630621/1,PM419,34-74,A/C Ready
58949,2024-01-11,0 days 15:44:00,6159,Avión 34,PIQ,PALAS FUERA DE BANDERA,NT853,20-44,A/C Ready
58954,2024-01-11,0 days 16:37:00,6159,Avión 38,PIQ,CARGA POR VARILLA 2200,NT147,12-11,A/C Ready
58958,2024-01-11,0 days 19:03:00,6159,Avión 28,PIQ,PROBLEMA PUERTA CARGO 3B,NT891,,A/C Ready
58925,2024-01-11,0 days 09:09:00,6513,Avión 34,FLW,PEC FAULT Y LOW PITCH,NT852,61-21,A/C Ready
58979,2024-01-12,0 days 06:18:00,6514,Avión 38,PDQ,MEDICION CARGA POR VARILLA,NT196,12-11,A/C Ready
58987,2024-01-12,0 days 09:35:00,6514,Avión 39,PDQ,DOS PUNTOS PTV UNO DE ELLOS ES EL MISMO PROBLEMA DEL TREN,NT301,52-80,A/C Ready
58992,2024-01-12,0 days 13:31:00,6514,Avión 8,PDQ,SOLICITA MTTO PARA CONSULTA SIN MAS INFO,NT229,,A/C Ready
63318,2024-01-12,0 days 08:07:00,4569,Avión 42,PDQ,624157/1,PM731,24-22,
59051,2024-01-13,0 days 20:55:00,6159,Avión 20,PDQ,LC,NT561,,A/C Ready
59046,2024-01-13,0 days 16:48:00,6159,Avión 10,PDQ,ATL REPUESTO Y COMPROBAR ESTADO TAPA RETRETE,NT836,,A/C Ready
59030,2024-01-13,0 days 07:54:00,5871,Avión 20,PIQ,PIN PUERTA BARANDILLA,NT401,52-00,A/C Ready
59032,2024-01-13,0 days 12:26:00,5871,Avión 20,HOR,HBV MOTOR 2,NT782,75-31,A/C Ready
59089,2024-01-14,0 days 18:47:00,6159,Avión 24,SDR,SOLICITA LLAMADA DE TMA POR FALLO,NT5472,,A/C Ready
59112,2024-01-15,0 days 07:24:00,5871,Avión 34,PDQ,DIF FUEL LO LEVEL,NT287,28-21,A/C Ready
63319,2024-01-15,0 days 08:21:00,4569,Avión 26,,SCHEDULED MAINTENANCE - MAINTENANCE,,05-00,
59185,2024-01-16,0 days 15:59:00,6513,Avión 38,PDQ,CARGA POR VARILLA,NT146,12-11,A/C Ready
59187,2024-01-16,0 days 16:10:00,6513,Avión 40,PDQ,PACK 1 OVERHEAT,NT380,21-50,A/C Ready
59194,2024-01-16,0 days 19:02:00,6513,Avión 3,PDQ,EEC FAULT,NT179,73-23,A/C Ready
59175,2024-01-16,0 days 14:06:00,5871,Avión 22,PDQ,NACELLE OVERHEAT EN PUESTA EN MARCHA,NT246,72-00,A/C Ready
59188,2024-01-16,0 days 16:14:00,6513,Avión 10,PIQ,PUERTA DE PASAJE NO CIERRA,NT4152,,A/C Ready
59159,2024-01-16,0 days 07:04:00,5871,Avión 28,FNC,DAÑOS DEBIDO A CAUSAS METEOROLÓGICAS,NT4939,05-51,A/C Ready
59269,2024-01-17,0 days 07:30:00,6520,Avión 10,FNC,CREW QUERY - OPERATIONAL,NT4932,,A/C Ready
59247,2024-01-17,0 days 18:35:00,6513,Avión 19,PDQ,ABORTAN DESPEGUE(PETICION DE TORRE) Y TIENE ALTA TEMP FRENO,NT572,25-00,A/C Ready
59286,2024-01-18,0 days 16:38:00,6513,Avión 34,PIQ,PEC2 FAULT + LOW PITCH,NT879,61-22,A/C Ready
59257,2024-01-18,0 days 03:49:00,6074,Avión 3,PDQ,AUTOPRESS,NT196,21-31,A/C Ready
59345,2024-01-18,0 days 07:00:00,6513,Avión 45,PIQ,DELAY,NT100,,A/C Ready
59318,2024-01-18,0 days 07:30:00,6159,Avión 8,PIQ,DELAY EVENT FOR A/C MSK,NT001P,,A/C Ready
59322,2024-01-19,0 days 13:08:00,6159,Avión 3,PIQ,PERDIDA DE ACEITE,NT621,79-00,A/C Ready
59332,2024-01-19,0 days 14:43:00,6513,Avión 19,PDQ,MASTER CAUTION CANCELLATION LADO CDTE NO FUNCIONA,NT824,31-19,A/C Ready
59340,2024-01-19,0 days 17:54:00,6513,Avión 31,PDQ,3 ANOTACIONES,NT160,25-00,A/C Ready
59342,2024-01-19,0 days 18:28:00,6513,Avión 34,CVU,PEC FAULT Y LOW PITCH,NT837,61-21,A/C Ready
59378,2024-01-20,0 days 13:46:00,6159,Avión 34,PIQ,PEC FAULT,NT137,61-22,A/C Ready
59366,2024-01-20,0 days 08:00:00,6159,Avión 17,PIQ,FALLO PUESTA EN MARCHA DEL STARTER,NT999,,A/C Ready
59367,2024-01-20,0 days 08:21:00,6159,Avión 22,PIQ,POP UP HYD + ATL NUEVO,NT603,29-10,A/C Ready
59356,2024-01-20,0 days 04:54:00,6074,Avión 24,PDQ,"BLEED #1 FAIL, ON DESCENT.",NT5109,36-00,A/C Ready
59365,2024-01-20,0 days 07:05:00,6159,Avión 22,PIQ,HYD POP-UP OUT,NT197,29-10,A/C Ready
59416,2024-01-21,0 days 08:52:00,5871,Avión 19,PIQ,CAMBIAR BOMBILLA,NT610,,A/C Ready
59447,2024-01-21,0 days 15:41:00,6514,Avión 14,PIQ,RESTOS DE AVE EN EL FUSELAJE,NT141,05-51,A/C Ready
59426,2024-01-21,0 days 12:30:00,6159,Avión 14,FLW,BIRDSTIKE,NT368,05-51,A/C Ready
59444,2024-01-21,0 days 14:42:00,6514,Avión 18,PIQ,SOLICITAN MTTO SIN MAS INFO,NT631,25-00,A/C Ready
59452,2024-01-21,0 days 16:27:00,6514,Avión 19,PIQ,CHEQUEAR RUEDAS DE MORRO,NT879,12-37,A/C Ready
59457,2024-01-21,0 days 17:38:00,6514,Avión 13,PIQ,AC NO PRESURIZÓ EN EL VUELO,NT161,21-31,A/C Ready
59461,2024-01-21,0 days 20:09:00,6514,Avión 13,PDQ,SOLICITAN MTTO DEBIDO A QUE LA PRESS MANUAL NO FUNCIONA,NT158,21-31,A/C Ready
59415,2024-01-21,0 days 08:03:00,5871,Avión 17,PIQ,FALLO EN PUESTA EN MARCHA,NT852,72-00,A/C Ready
59433,2024-01-21,0 days 13:48:00,6159,Avión 45,PDQ,ANOTACION ACARS,NT5213,,A/C Ready
59437,2024-01-21,0 days 14:27:00,6159,Avión 20,PDQ,CHEQUEAR MOTOR POR MANCHA ACEITE,NT229,12-13,A/C Ready
63320,2024-01-21,0 days 08:29:00,4569,Avión 26,PDQ,622131/1,,22-10,
59493,2024-01-22,0 days 07:36:00,6159,Avión 37,PIQ,P9 SUJECION EXTINTOR ROTA,NT497,26-24,A/C Ready
59505,2024-01-22,0 days 08:15:00,6159,Avión 32,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT5108,,A/C Ready
59489,2024-01-22,0 days 06:46:00,6159,Avión 31,PDQ,CARGAR DEPOSITO HYD,NT150,,A/C Ready
63321,2024-01-22,0 days 08:38:00,4569,Avión 42,PIQ,624284-1,PM413,52-31,
