ID,Occurred,At,AC,Station,Headline,FlightNo,ATA,Minutos
59742,2024-01-27,12:43:00,Avión 34,TER,PEC FAULT & LOW PITCH,NT228,61-22,691.0
59788,2024-01-28,10:18:00,Avión 13,PDQ,GNSS DATABASE OUT OF DATE,NT1031,34-58,42.0
59789,2024-01-28,10:24:00,Avión 11,PIQ,CAMBIO DE RUEDAS,NT115,12-37,25.0
59805,2024-01-28,17:39:00,Avión 38,PDQ,MEDICION POR VARILLA,NT572,12-11,17.0
59809,2024-01-28,20:53:00,Avión 38,PDQ,MEDICION POR VARILLA,NT573,12-11,23.0
59867,2024-01-30,09:08:00,Avión 11,PDQ,PUERTA BODEGA DE CARGA NO CIERRA Y HACE RUIDO,NT104,52-31,6.0
59913,2024-01-31,06:48:00,Avión 3,PIQ,PEGATINA PANTALLA CM2,NT191,31-00,5.0
59916,2024-01-31,07:42:00,Avión 21,PIQ,INTERFONO DE LA TCP2 NO FUNCIONA,NT497,23-43,8.0
59936,2024-01-31,15:49:00,Avión 34,PIQ,PBE REAJUSTAR VELCRO,NT953,35-31,10.0
59973,2024-02-01,07:01:00,Avión 40,PDQ,PACK FAULT,NT500,21-00,134.0
60016,2024-02-02,07:37:00,Avión 14,PIQ,POP UP HYD,NT852,29-00,17.0
60018,2024-02-02,07:57:00,Avión 34,PIQ,ACUMULADOR NO AGUANTA PRESIÓN,NT401,12-14,18.0
60035,2024-02-02,16:02:00,Avión 37,PDQ,TELEFONILLO TCP INOP,NT247,23-44,24.0
60042,2024-02-02,21:49:00,Avión 3,PDQ,MANCHA DE ACEITE EN EL MOTOR 1,NT561,79-00,35.0
60064,2024-02-03,10:31:00,Avión 37,PDQ,WY FINDINGS,NT1112,32-41,55.0
60101,2024-02-04,09:39:00,Avión 17,PIQ,POSIBLE FUGA HYD,NT853,29-12,4.0
60104,2024-02-04,10:55:00,Avión 17,PIQ,HYDRAULIC LEAK,NT853,29-12,60.0
60111,2024-02-04,15:53:00,Avión 17,PDQ,CHEQUEO BOMBA HYD,NT146,29-12,4.0
60112,2024-02-04,17:09:00,Avión 40,PDQ,PROBLEMAS CON LA AIR BLEED,nan,21-50,77.0
60163,2024-02-05,15:52:00,Avión 3,PDQ,MANCHA DE ACEITE MOTOR 1,NT541,72-01,51.0
60164,2024-02-05,15:57:00,Avión 18,PDQ,ENGANCHE PUERTA EN MAL ESTADO,NT828,11-25,14.0
60175,2024-02-05,20:16:00,Avión 13,PIQ,VUELVE A FALLAR EL DEFECTO ANTERIOR (AUTOPRESS PRESURIZACIÓN,NT161,21-31,85.0
60200,2024-02-06,09:47:00,Avión 25,PIQ,SOLICITAN CHEQUEAR SIN MAS INFO,NT115,72-00,22.0
60222,2024-02-06,18:05:00,Avión 38,PIQ,CONSULTA MTTO,NT890,77-21,16.0
60223,2024-02-06,18:42:00,Avión 38,PIQ,EXCESS ITTDURING ENGINE START ON ENGINE #2 (HOTEL MODE),NT891,77-21,21.0
60224,2024-02-06,19:20:00,Avión 37,PDQ,ANOTACIÓN VUELO ANTERIOR (INTERPHONE),NT247,25-33,42.0
60246,2024-02-07,08:02:00,Avión 34,PIQ,NIVEL DE HYD POR DEBAJO DE LO NORMAL,NT401,12-14,10.0
60254,2024-02-07,10:46:00,Avión 22,PDQ,NO CIERRA LA PUERTA DE CARGO,NT828,11-25,15.0
60262,2024-02-06,16:10:00,Avión 46,PIQ,COCKPIT DOOR,NT5722,52-51,8.0
60270,2024-02-07,15:37:00,Avión 22,PDQ,MOTOR 1 TIENE ACEITE EN LA PARTE INFERIOR,NT380,72-20,43.0
60273,2024-02-07,16:30:00,Avión 38,PDQ,PROBLEMA CON INTERFONO DE TCP,NT150,23-43,22.0
60300,2024-02-08,07:46:00,Avión 15,PDQ,PUNTO EN ATL DE MESILLA,NT100,25-21,8.0
60306,2024-02-07,15:45:00,Avión 34,HOR,PUERTA PASAJE,NT545,52-12,3.0
60307,2024-02-08,12:29:00,Avión 34,PDQ,PACK VALVE 2 Y PROBLEMAS EN BAÑO,NT501,21-11,30.0
60323,2024-02-08,19:34:00,Avión 28,SMA,GEN ACW,NT766,24-21,75.0
60346,2024-02-09,08:30:00,Avión 11,PDQ,SERVICE DOOR INOP,NT6851,52-21,29.0
60348,2024-02-08,08:10:00,Avión 6,PDQ,INOP D-AZFA,nan,05-20,359.0
60351,2024-02-09,10:54:00,Avión 20,PDQ,BARRA DE BODEGA ROTA,NT509,25-56,26.0
60363,2024-02-09,16:18:00,Avión 19,PIQ,SOLICITUD MEGÁFONO,NT6521,25-64,6.0
60365,2024-02-09,16:24:00,Avión 1,PDQ,LUZ DE BODEGA FUNDIDA,NT4072,20-45,37.0
60383,2024-02-10,06:45:00,Avión 40,PDQ,SOLICITAN BOTIQUIN QUE EL QUE TIENEN ESTÁ DESPRECINTADO,NT344,25-60,3.0
60397,2024-02-10,16:13:00,Avión 3,PDQ,FUGA DE HIDRÁULICO,NT146,29-25,29.0
60403,2024-02-10,20:12:00,Avión 35,PIQ,UNA PUERTA QUE NO CIERRA,NT6821,11-25,10.0
60438,2024-02-11,17:16:00,Avión 10,PDQ,SOLICITA QUE CAMBIEN ALGUNAS BOMBILLAS,NT836,20-45,6.0
60443,2024-02-11,22:04:00,Avión 10,PDQ,ERROR DE LECTURA DE COMBUSTIBLE,NT846,28-42,21.0
60444,2024-02-11,22:09:00,Avión 8,PDQ,LC+WY,NT671,05-20,15.0
60455,2024-02-12,05:53:00,Avión 44,MAD,AFT LAVATORY SMOKE DETECTOR INOP,NT6017,26-14,49.0
60468,2024-02-12,11:08:00,Avión 6,MAD,OVERSPEED DURING APPROACH,NT6062,05-50,28.0
60471,2024-02-11,07:20:00,Avión 25,PDQ,BOTIQUIN DESPRECINTADO,NT300,25-64,5.0
60508,2024-02-13,07:22:00,Avión 38,PDQ,PROBLEMA CON LA PUESTA EN MARCHA,NT575,72-00,30.0
60510,2024-02-13,08:03:00,Avión 36,PDQ,FALLO DE PACK IZQUIERDO,nan,21-11,64.0
60513,2024-02-13,13:07:00,Avión 28,PIQ,TAKE OFF CONFIGURATION,NT417,31-53,21.0
60522,2024-02-13,14:34:00,Avión 31,PDQ,BOTIQUIN DESPRECINTADO,NT3111,30-30,51.0
60531,2024-02-13,20:18:00,Avión 24,PDQ,ENG RPL,NT6015,05-20,24.0
60535,2024-02-13,21:54:00,Avión 13,PIQ,HOT BRAKES,NT191,05-51,21.0
60542,2024-02-14,00:22:00,Avión 10,PDQ,RPL NUT+SWITCH+CL(RH) + OIL LEAK,NT846,05-20,137.0
60559,2024-02-14,07:36:00,Avión 38,PIQ,INDICAN PROBLEMAS CON EL SENSOR DE COMBUSTIBLE,NT401,12-11,19.0
60561,2024-02-14,08:15:00,Avión 38,PIQ,MEDICION POR VARILLA,NT401,12-11,22.0
60563,2024-02-14,08:50:00,Avión 20,PIQ,DU 5 FALLA,NT103,31-60,13.0
60564,2024-02-07,14:20:00,Avión 43,PDQ,INOP OM-FEX,NT5448,72-00,160.0
60570,2024-02-14,13:07:00,Avión 13,PDQ,AUTOPRESS MANUAL NO FUNCIONA CORRECTAMENTE,NT128,21-31,45.0
60571,2024-02-14,13:41:00,Avión 36,PDQ,STANDBY PITOT FAILURE,NT3051,30-31,14.0
60586,2024-02-14,16:41:00,Avión 34,HOR,PEC FAULT + LOW PITCH,NT545,61-22,182.0
60591,2024-02-14,18:27:00,Avión 38,PDQ,CARGA POR VARILLA,NT261,12-11,19.0
60604,2024-02-15,02:08:00,Avión 35,PDQ,WY + LC+BSI,NT275,05-20,226.0
60617,2024-02-15,07:32:00,Avión 38,PIQ,MEDICION CARGA POR VARILLA,NT191,12-11,7.0
60618,2024-02-15,07:59:00,Avión 36,PDQ,POP OUT HYD,NT501,29-00,17.0
60624,2024-02-15,11:05:00,Avión 10,PDQ,POP-OUT HYD SALTADO,NT211,29-10,14.0
60638,2024-02-15,16:25:00,Avión 38,PIQ,OLOR A QUEMADO EN APROXIMACION,NT969,21-50,89.0
60670,2024-02-16,13:31:00,Avión 19,PIQ,DOS ANOTACIONES: SUELO BODEGA LEVANTADO Y PINTURA PALA,NT627,25-00,12.0
60680,2024-02-16,15:42:00,Avión 40,PDQ,PROB HEATING PITOT U/S,NT317,30-30,52.0
60684,2024-02-16,18:33:00,Avión 38,PIQ,CARGA POR VARILLA,NT757,12-11,15.0
60699,2024-02-17,02:41:00,Avión 1,PDQ,OIL LEAK,NT283,05-20,144.0
60701,2024-02-17,02:56:00,Avión 3,PDQ,FILT+RPL OIL FILT+PAC(RH),NT196,05-20,39.0
60711,2024-02-17,07:16:00,Avión 35,PDQ,PANTALLA DE TCP,NT103,31-17,30.0
60724,2024-02-17,14:53:00,Avión 38,PIQ,MEDICION CARGA POR VARILLA,NT6251,12-11,6.0
60756,2024-02-18,04:53:00,Avión 7,PDQ,REEMPLAZO DE GÓNDOLA+INYECTORES,NT345,05-20,45.0
60769,2024-02-18,11:23:00,Avión 7,PDQ,VUELVE A TIERRA POR PROBLEMAS DE PRESURIZACIÓN,NT1302,05-53,173.0
60775,2024-02-18,14:45:00,Avión 41,PDQ,SOLICITA MTTO SIN MAS INFO,1025,38-00,70.0
60780,2024-02-18,15:45:00,Avión 38,PDQ,VARILLA DE MEDICION DE REPOSTAJE ROTA + DIRECTIVA,NT1341,26-21,22.0
60792,2024-02-18,22:01:00,Avión 4,PDQ,AVISO HYD AZUL LOW PRESS SPURIOUS,NT846,29-00,14.0
60805,2024-02-19,07:32:00,Avión 35,PIQ,DESPERFECTO EN CABINA,NT852,25-33,13.0
60814,2024-02-17,08:00:00,Avión 4,PDQ,SIN ACCION DE MTTO,NT105,25-50,13.0
60820,2024-02-19,14:03:00,Avión 25,PIQ,RUEDA TREN PRINCIPAR FUERA DE LÍMITES,NT873,12-37,5.0
60831,2024-02-19,16:33:00,Avión 20,PDQ,FALLO PITOT CM1,NT150,30-30,7.0
60834,2024-02-19,17:05:00,Avión 41,PDQ,AC CON ANOTACIÓN CMC2 FAILURE,NT247,34-61,27.0
60860,2024-02-20,12:52:00,Avión 10,PDQ,REPARACIÓN PERMANENTE DENT,NT211,05-20,183.0
60910,2024-02-21,14:39:00,Avión 32,PIQ,AC PUMP FAULT,NT5483,28-21,131.0
60915,2024-02-21,16:01:00,Avión 13,HOR,FALLO PRESURIZACIÓN,NT544,21-31,5.0
60944,2024-02-22,07:25:00,Avión 10,PDQ,2 PUNTOS ATL,NT203,23-51,14.0
60949,2024-02-21,15:46:00,Avión 21,PDQ,DESMONTAJE CAMILLA,NT580,25-00,52.0
60956,2024-02-22,14:28:00,Avión 25,SMA,PEC FAULT,NT630,61-21,241.0
60964,2024-02-22,18:03:00,Avión 21,PDQ,SWITCH MODULE,NT559,42-11,55.0
60967,2024-02-22,20:09:00,Avión 44,VGO,IMPACTO RAYO,NT5223,05-50,629.0
60995,2024-02-22,07:10:00,Avión 14,PIQ,CONSULTA CREW,NT940,12-12,3.0
61000,2024-02-23,09:44:00,Avión 13,PDQ,OVERSPEED LANDING GEAR 10 NUDOS,NT114,05-50,27.0
61001,2024-02-23,09:47:00,Avión 17,PIQ,PROBLEMAS CON EL TRANSPORTIN DELANTERO TCP,NT115,25-21,5.0
61010,2024-02-23,13:22:00,Avión 28,PDQ,FECHA CADUCIDAD BORRADA BOTELLA DE OXIGENO,NT217,35-30,18.0
61022,2024-02-23,16:11:00,Avión 18,PDQ,DIFERIDO MAL AMPLIADO,NT260,05-20,24.0
61048,2024-02-24,07:26:00,Avión 7,PDQ,MEDIA LUZ POWER LEVEL CM1 Y FALLO EN GPS,NT800,34-58,4.0
61060,2024-02-24,15:26:00,Avión 36,PDQ,POP OUT HYD,NT1208,29-12,32.0
61103,2024-02-25,18:43:00,Avión 10,PIQ,CAMBIAR RUEDAS DE MORRO,NT667,12-37,32.0
61136,2024-02-26,13:17:00,Avión 19,PDQ,DOG HOUSE NO BLOCA CORRECTAMENTE.,NT229,25-27,1.0
61146,2024-02-26,15:14:00,Avión 7,PDQ,MESILLA 19C ROTA,NT541,25-21,4.0
61151,2024-02-26,17:19:00,Avión 18,PDQ,FUEL MISMATCH,NT836,28-40,28.0
61158,2024-02-26,20:26:00,Avión 34,PDQ,LC,NT575,12-14,19.0
61160,2024-02-26,21:50:00,Avión 22,PDQ,SOPORTE PBE ROTO,NT596,25-27,15.0
61200,2024-02-27,14:18:00,Avión 35,HOR,RUEDA NUMERO 3 PINCHADA,NT540,32-41,26.0
61209,2024-02-27,15:06:00,Avión 12,PDQ,AGUA CONTAMINADA,NT001P,38-00,31.0
61211,2024-02-27,16:32:00,Avión 37,PIQ,TEST GPWS,NT147,34-48,5.0
61213,2024-02-27,17:16:00,Avión 28,PDQ,RED DELANTERA DE LA BODEGA TRASERA GANCHO ROTO,NT836,25-56,19.0
61242,2024-02-28,07:54:00,Avión 12,PDQ,FUGA EN EL BAÑO,NT5422,38-31,12.0
61266,2024-02-28,16:04:00,Avión 37,PIQ,COMPROBAR RUEDA Nº 2,NT441,12-37,39.0
61268,2024-02-28,16:32:00,Avión 1,PIQ,PERDIDA DE ACEITE ENG 2,NT879,79-00,46.0
61299,2024-02-29,08:09:00,Avión 46,PDQ,SOLICITA MTTO PARA CARGAR COMBUSTIBLE,NT100,12-28,3.0
61328,2024-02-07,17:00:00,Avión 13,HOR,EVENT WITHOUT INFORMATION - OPERATIONAL,NT559,33-00,4.0
61364,2024-03-01,07:27:00,Avión 18,PDQ,2 ANOTACIONES,NT203,52-11,3.0
61366,2024-03-01,07:46:00,Avión 36,PDQ,PACK FAULT,NT300,21-00,38.0
61367,2024-02-29,15:50:00,Avión 14,PDQ,CHEQUEAR RUEDA,NT558,32-41,17.0
61368,2024-03-01,08:23:00,Avión 2,PDQ,"FALTAN PEGATINAS, MASCARILLAS Y MAS COSAS",NT350,05-20,23.0
61372,2024-03-01,10:36:00,Avión 38,CVU,PEC FAULT,NT781,61-21,126.0
61387,2024-03-01,15:38:00,Avión 8,PDQ,PÉRDIDA DE ACEITE,NT4073,79-02,162.0
61388,2024-03-01,15:40:00,Avión 40,PIQ,DUDAS CARGA ACEITE,NT971,12-13,3.0
61398,2024-03-01,22:00:00,Avión 31,PIQ,SOLICITAN MTTO,NT7669,21-11,8.0
61425,2024-03-02,08:12:00,Avión 2,PDQ,LONA DE BODEGA DE ATRAS ES MUY PEQUEÑA,NT203,25-26,19.0
61427,2024-03-02,11:05:00,Avión 1,PIQ,FALLO INVERSOR 2 Y BARRA AC BUSS 2,NT753,24-21,38.0
61431,2024-03-02,12:37:00,Avión 20,PDQ,CODIGO INCORRECTO EN ELT,NT137,25-65,27.0
61433,2024-03-02,12:53:00,Avión 34,PDQ,CAMBIO MUELLE PUERTA DE SERVICIO,NT523,52-42,15.0
61435,2024-03-02,13:32:00,Avión 38,PDQ,SE SOLTO TORNILLO DEL RACK,NT311,25-14,5.0
61441,2024-03-02,14:43:00,Avión 10,PDQ,RECARGA HYD,NT1113,12-12,5.0
61443,2024-03-02,14:55:00,Avión 40,PIQ,STARTER GEN 1 FAULT,NT137,24-32,117.0
61446,2024-03-02,18:40:00,Avión 24,OVD,LIGHTNING STRIKE,NT5232,05-50,285.0
61468,2024-03-03,12:11:00,Avión 3,PDQ,CONSULTA DE CODIGO FALLO EEC,NT227,73-21,30.0
61480,2024-03-03,15:56:00,Avión 20,PDQ,REPOSABRAZOS ASIENTO 2A NO SE SUJETA BIEN,NT317,25-21,15.0
61488,2024-03-03,20:27:00,Avión 31,PDQ,"VUELO EMBARCADO, MESITA SUELTA",NT286,25-21,14.0
61518,2024-03-03,21:50:00,Avión 34,HOR,CASCOS HANDLING,NT589,23-51,16.0
61525,2024-03-04,13:52:00,Avión 21,PDQ,ANOTACIÓN SIN INFORMACIÓN,NT531,25-21,7.0
61534,2024-03-04,15:58:00,Avión 1,PDQ,PACK FRENO NUM 4,NT4073,33-42,56.0
61589,2024-03-05,21:54:00,Avión 10,PDQ,CARGA POR VARILLA,NT287,28-42,22.0
61613,2024-03-06,07:50:00,Avión 7,PDQ,LC + CAMBIO RUEDAS,NT203,05-20,26.0
61614,2024-03-06,08:29:00,Avión 13,PIQ,AUTOPRESS,NT103,21-31,6.0
61615,2024-03-06,08:50:00,Avión 31,PDQ,FUGA ACEITE,NT201,79-00,35.0
61616,2024-03-06,09:13:00,Avión 13,PDQ,PROBLEMAS AUTOPRESS,NT106,21-30,10.0
61626,2024-03-06,13:56:00,Avión 25,GLN,PEC FAULT,NT1503,61-21,53.0
61670,2024-03-07,07:24:00,Avión 38,PIQ,A/C NO ARRANCA,NT402,72-00,96.0
61671,2024-03-07,07:30:00,Avión 34,PDQ,PRESION ACUMULADOR,NT105,12-00,8.0
61679,2024-03-06,07:40:00,Avión 10,PDQ,CARGA POR VARILLA,NT800,12-11,11.0
61689,2024-03-07,15:19:00,Avión 21,PDQ,OVERSPEED FLAP 30,NT142,27-50,40.0
61690,2024-03-07,15:50:00,Avión 18,PDQ,TEST DE LA MASCARILLA DE O2,NT151,35-13,30.0
61691,2024-03-07,15:59:00,Avión 20,PDQ,CHALECO DE ADULTO CON FECHA FUERA DE LÍMITES,NT380,25-62,22.0
61723,2024-03-08,08:02:00,Avión 10,PDQ,DU 4 INOP,NT203,31-63,36.0
61733,2024-03-08,12:19:00,Avión 28,PIQ,AVISO FUEGO EN LAVATORY,NT863,26-00,46.0
61737,2024-03-08,13:40:00,Avión 17,HOR,CONSULTA AUTODESPACHO RMS 2,NT530,31-60,5.0
61743,2024-03-08,14:30:00,Avión 17,PDQ,PANTALLA 4 INOPERATIVA,NT531,31-60,108.0
61744,2024-03-08,14:30:00,Avión 7,PDQ,PESTILLOS SEGURIDAD,NT824,25-13,4.0
61753,2024-03-08,17:46:00,Avión 31,PDQ,RACK SUELTO,NT266,25-14,27.0
61757,2024-03-08,19:47:00,Avión 31,PDQ,COLOCAR RACK,NT267,25-24,26.0
61783,2024-03-09,07:52:00,Avión 3,SMA,PÉRDIDA POR EL DRENAJE DE COMBUSTIBLE,NT688,73-12,376.0
61792,2024-03-09,14:42:00,Avión 41,PIQ,REPORTE + ATL DE REPUESTO,NT627,30-40,77.0
61798,2024-03-09,15:32:00,Avión 17,PIQ,TRASPONDER 2 INOP,NT631,34-52,9.0
61801,2024-03-09,19:18:00,Avión 10,PDQ,CARGA POR VARILLA,NT170,12-11,30.0
61820,2024-03-10,06:52:00,Avión 44,PIQ,FALLO DE HORIZONTAL STAB,NT6062,27-00,211.0
61823,2024-03-10,09:35:00,Avión 10,PIQ,FUEL UNBALANCE,NT941,12-11,62.0
61836,2024-03-10,15:35:00,Avión 44,PIQ,WEATHER RADAR,NT5158,34-41,112.0
61848,2024-03-10,21:25:00,Avión 22,SMA,HUMO EN MOTOR 2,NT684,72-00,231.0
61861,2024-03-11,07:34:00,Avión 36,PDQ,PACK 1 FAULT,NT501,21-11,29.0
61863,2024-03-08,11:10:00,Avión 10,PDQ,CARGA POR VARILLA,NT368,12-11,8.0
61864,2024-03-08,14:00:00,Avión 10,PDQ,CARGA POR VARILLA,NT246,12-11,8.0
61865,2024-03-08,16:20:00,Avión 10,PDQ,CARGA POR VARILLA,NT260,12-11,11.0
61867,2024-03-11,08:36:00,Avión 4,PDQ,FALLO GPS 2 + XPDR 1,NT201,34-50,19.0
61869,2024-03-11,10:23:00,Avión 36,PDQ,PACK 2 FAULT,NT509,21-50,5.0
61875,2024-03-10,12:40:00,Avión 10,PIQ,CARGA POR VARILLA,NT454,12-11,13.0
61876,2024-03-11,13:25:00,Avión 10,PIQ,COMPROBACION LOW LEVEL CON OPERACIONAL-PETICION DE CREW,NT964,28-00,45.0
61882,2024-03-11,14:16:00,Avión 38,PDQ,PBE DESPRECINTADA,NT823,35-31,35.0
61906,2024-03-11,22:46:00,Avión 19,FNC,PÉRDIDA DE HYD POR UNIÓN DE 2 TUBERÍAS + BOMBA SISTEMA AZUL,NT4939,29-12,191.0
61918,2024-03-12,06:46:00,Avión 10,PIQ,MEDICION POR VARILLA,NT602,12-11,7.0
61922,2024-03-11,16:40:00,Avión 10,PIQ,CARGA POR VARILLA,NT978,12-11,6.0
61925,2024-03-12,10:16:00,Avión 22,PIQ,PROBLEMAS CON EL BAÑO,NT952,38-00,23.0
61941,2024-03-12,17:32:00,Avión 25,FNC,GEN 1 FALLA,NT4152,24-61,20.0
61969,2024-03-13,05:41:00,Avión 18,PDQ,BSI,NT345,72-00,102.0
61975,2024-03-13,07:32:00,Avión 36,PDQ,PACK 1 FAULT,NT501,21-11,28.0
61982,2024-03-13,09:38:00,Avión 7,PIQ,PERDIDA DE ACEITE EN MOTOR 1,NT605,79-00,25.0
61984,2024-03-12,21:45:00,Avión 28,PDQ,CHALECO,NT296,25-62,6.0
62018,2024-03-14,06:39:00,Avión 38,PDQ,PROBLEMA CON BATERIA,NT500,24-31,17.0
62019,2024-03-14,07:20:00,Avión 31,PDQ,SOLICITA GUANTES QUE VAN EN EL COCKPIT,103,25-00,5.0
62062,2024-03-15,08:45:00,Avión 36,PDQ,REEVALUACIÓN DE DAÑOS A PETICIÓN DE PRODUCCIÓN,NT201,53-91,20.0
62070,2024-03-15,14:06:00,Avión 34,PDQ,PRESION ACUMULADOR HIDRÁULICO AZUL,NT531,12-14,60.0
62071,2024-03-15,14:11:00,Avión 25,FNC,PEC FAULT,NT4073,61-21,626.0
62085,2024-03-15,21:41:00,Avión 35,PDQ,2 APUNTES EN ATL,NT190,33-49,8.0
62086,2024-03-15,22:20:00,Avión 2,PDQ,2 ANOTACIONES EN ATL,NT846,25-13,4.0
62101,2024-03-16,11:50:00,Avión 22,PDQ,CHEQUEO EN BAÑO,NT517,38-31,3.0
62103,2024-03-16,13:16:00,Avión 21,PIQ,BLEED LEAK,NT137,36-11,92.0
62113,2024-03-16,18:20:00,Avión 36,PDQ,PACK 1 OLOR A QUEMADO EN CABECERA,NT572,21-50,62.0
62114,2024-03-16,18:24:00,Avión 41,HOR,CONSULTA AUTODESPACHO AOA,NT785,34-13,50.0
62116,2024-03-16,18:44:00,Avión 14,FNC,NECESIDAD DE MTTO POR PROBLEMAS CON ALTERNADOR,NT4152,24-22,248.0
62143,2024-03-17,09:37:00,Avión 8,PIQ,REVISIÓN DIFERIDO,NT605,79-26,69.0
62146,2024-03-17,11:27:00,Avión 7,PDQ,SOBRETEMPERATURA EN CABINA PASAJE,NT368,21-51,65.0
62148,2024-03-17,13:04:00,Avión 39,PDQ,BOTELLA DE OXÍGENO + DOCUMENTACIÓN DIFERIDO CADUCADO,NT232,35-30,86.0
62199,2024-03-18,07:56:00,Avión 7,PDQ,MEGAFONO SIN FECHA Y PBE NO SE PUEDE INSTALAR,NT801,35-31,9.0
62203,2024-03-17,16:40:00,Avión 1,PIQ,SIN INFORMACIÓN,NT978,72-00,30.0
62215,2024-03-18,14:06:00,Avión 28,PIQ,PBE DESPRECINTADA,NT968,35-31,17.0
62223,2024-03-18,18:53:00,Avión 25,PDQ,DC GEN 1 FAULT,NT274,24-32,60.0
62293,2024-03-19,07:00:00,Avión 3,PDQ,SIN ACCION DE MTTO,NT203,72-00,8.0
62306,2024-03-20,16:12:00,Avión 25,PDQ,DC2 GEN FAULT,NT380,24-32,62.0
62339,2024-03-20,14:10:00,Avión 18,PIQ,FALTA DOCUMENTACIÓN,NT968,05-20,5.0
62351,2024-03-21,14:50:00,Avión 44,PIQ,POSIBLE HARD LANDING,NT6063,05-51,103.0
62353,2024-03-21,15:36:00,Avión 32,PDQ,RAT FAIL,NT6004,24-23,41.0
62354,2024-03-21,15:39:00,Avión 25,PDQ,CAMBIAR RUEDA + SENSOR TEMPERATURA,NT317,73-35,55.0
62355,2024-03-21,15:45:00,Avión 1,PDQ,INTERFONO INOP,NT151,23-43,19.0
62389,2024-03-22,07:07:00,Avión 37,PIQ,PILOTO REPORTA FALLOS A LA HORA DEL DESPEGUE,NT401,22-18,74.0
62393,2024-03-22,12:56:00,Avión 35,PDQ,TAIL STRIKE,NT523,05-51,20.0
62394,2024-03-22,13:33:00,Avión 17,PDQ,AC VIENE CON 3 ANOTACIONES EN EL ATL,NT371,25-11,28.0
62397,2024-03-22,13:53:00,Avión 18,PDQ,GANCHOS DE CORTINA BODEGA DELANTERA FALTAN GANCHOS,NT241,72-00,20.0
62404,2024-03-22,16:38:00,Avión 40,PDQ,DE ICING AIR FRAME FAULT,NT146,30-11,30.0
62405,2024-03-22,16:58:00,Avión 37,PDQ,SALTA FALLO YAW AUTO TRIM AL INICIAR RETROCESO-M01,NT554,24-31,175.0
62433,2024-03-23,07:54:00,Avión 36,PDQ,"PBE  ROTA, LUZ BLEED #1",NT343,35-31,48.0
62434,2024-03-23,08:00:00,Avión 34,PIQ,ACUMULADOR HYD BAJO NIVEL,NT401,12-14,40.0
62447,2024-03-23,15:56:00,Avión 2,PDQ,PANEL SUELTO,NT356,25-23,6.0
62465,2024-03-24,07:59:00,Avión 28,PDQ,CONSULTA SOBRE ACUMULADOR FRENOS 1400 PSI,NT846,29-32,10.0
62479,2024-03-24,15:36:00,Avión 19,PDQ,PUERTA 2L INOP ENGANCHE,NT356,52-42,60.0
62481,2024-03-24,17:10:00,Avión 10,PIQ,REPOSABRAZOS 2C EMBELLECEDOR,NT969,25-26,16.0
62486,2024-03-24,20:37:00,Avión 43,PDQ,SENSOR AGUAS RESIDUALES,NT191,38-00,44.0
62488,2024-03-24,20:59:00,Avión 28,PDQ,MTTO A LA LLEGADA,NT331,33-50,30.0
62508,2024-03-25,09:35:00,Avión 20,HOR,GOMA RUEDA #1 INSERVIBLE HARDLANDING,NT406,12-37,125.0
62510,2024-03-23,08:00:00,Avión 43,PDQ,INTERFONO CABINA,NT6002,44-00,13.0
62516,2024-03-24,16:00:00,Avión 12,MAD,INTERFONO,NT6075,23-51,32.0
62533,2024-03-25,19:20:00,Avión 10,PIQ,AVIONIC SINGLE SWITCH,NT988,42-11,56.0
62553,2024-03-26,07:31:00,Avión 17,PDQ,BIRD STRIKE,NT800,05-51,8.0
62555,2024-03-26,07:51:00,Avión 25,TER,COORDINADORA HA DADO UN GOLPE AL AC,NT200,20-44,62.0
62556,2024-03-26,08:00:00,Avión 13,PIQ,PROBLEMAS CON EL RADIOALTIMETRO,NT103,34-42,2.0
62563,2024-03-26,10:03:00,Avión 13,PDQ,DIF RADIOALTIMETRO,NT106,34-42,22.0
62582,2024-03-26,16:49:00,Avión 21,PDQ,CHEQUEO PARÁMETROS MOTOR,NT545,61-00,39.0
62588,2024-03-26,20:39:00,Avión 37,HOR,ESTRUENDO EN TOMA + OLOR A QUEMADO,NT582,21-50,79.0
62609,2024-03-27,09:04:00,Avión 36,PIQ,SALE INDICACION DE CROSS BLEED ABIERTA,NT406,36-11,146.0
62614,2024-03-26,08:30:00,Avión 10,TER,SIN ACCION DE MTTO,NT941,22-12,13.0
62622,2024-03-27,14:42:00,Avión 34,PDQ,DOG HOUSE & NO SALE AGUA DEL LAVABO,NT3151,25-27,22.0
62626,2024-03-27,16:36:00,Avión 17,PDQ,PROBLEMAS CON MCDU,NT3551,34-61,7.0
62628,2024-03-27,18:20:00,Avión 18,TER,FUGA DE HIDRÁULICO,NT260,20-21,183.0
62651,2024-03-28,08:23:00,Avión 24,PDQ,ENG 1 FUEL LOW PRESS,NT5002,73-31,68.0
62667,2024-03-28,14:09:00,Avión 10,PIQ,RUEDA Nº3 FUERA DE LÍMITES,NT4191,12-37,50.0
62704,2024-03-29,09:16:00,Avión 8,PIQ,SOLICITA MTTO SIN INFO,NT941,25-21,11.0
62708,2024-03-29,13:08:00,Avión 37,PDQ,SUENAN GOLPES COMO SI TUVIERA ALGO SUELTO SIN RAZON APARENTE,NT523,05-51,39.0
